"Diet","BATCH","Essi_number","Bloomington_number","DGRP_number","n_pup","n_eclo","n_total"
"HP",7,131,28211,"DGRP-563",27,27,30
"HP",20,132,55028,"DGRP-566",24,21,30
"HP",15,133,28212,"DGRP-584",30,27,30
"HP",15,134,28213,"DGRP-589",29,27,30
"HP",16,135,28215,"DGRP-595",28,27,30
"HP",17,136,55029,"DGRP-596",27,18,30
"HP",7,137,55030,"DGRP-627",30,28,30
"HP",15,138,55031,"DGRP-630",30,28,30
"HP",15,139,55032,"DGRP-634",21,19,30
"HP",21,140,25199,"DGRP-639",15,8,30
"HP",22,141,28217,"DGRP-646",17,15,30
"HP",17,142,28218,"DGRP-703",29,27,30
"HP",17,143,25744,"DGRP-705",29,21,30
"HP",17,144,25200,"DGRP-707",27,27,30
"HP",19,145,25201,"DGRP-712",29,28,30
"HP",12,146,25745,"DGRP-714",30,28,30
"HP",11,147,28219,"DGRP-716",30,21,30
"HP",18,148,28220,"DGRP-721",25,22,30
"HP",21,149,28221,"DGRP-727",28,22,30
"HP",9,151,25203,"DGRP-732",29,27,30
"HP",17,152,28222,"DGRP-737",28,27,30
"HP",22,153,28223,"DGRP-738",17,17,30
"HP",17,154,28224,"DGRP-748",28,28,30
"HP",19,155,28226,"DGRP-757",29,27,30
"HP",20,156,28227,"DGRP-761",30,29,30
"HP",17,157,25204,"DGRP-765",30,25,30
"HP",11,158,25205,"DGRP-774",30,29,30
"HP",11,159,28229,"DGRP-776",27,27,30
"HP",12,160,28230,"DGRP-783",29,28,30
"HP",12,161,25206,"DGRP-786",28,27,30
"HP",11,162,28231,"DGRP-787",29,26,30
"HP",19,163,28232,"DGRP-790",24,13,30
"HP",17,164,28233,"DGRP-796",27,26,30
"HP",13,165,25207,"DGRP-799",29,29,30
"HP",11,166,28234,"DGRP-801",30,25,30
"HP",12,167,28235,"DGRP-802",27,26,30
"HP",15,168,28236,"DGRP-804",11,0,30
"HP",22,169,28237,"DGRP-805",NA,NA,30
"HP",17,170,28238,"DGRP-808",28,28,30
"HP",17,171,28239,"DGRP-810",26,23,30
"HP",15,172,28240,"DGRP-812",26,17,30
"HP",17,173,28241,"DGRP-818",29,28,30
"HP",13,174,28242,"DGRP-819",30,30,30
"HP",11,175,25208,"DGRP-820",28,28,30
"HP",8,176,28243,"DGRP-821",30,27,30
"HP",19,177,28244,"DGRP-822",18,14,30
"HP",21,178,28245,"DGRP-832",25,20,30
"HP",8,180,28247,"DGRP-843",30,29,30
"HP",18,181,28248,"DGRP-849",22,22,30
"HP",19,182,28249,"DGRP-850",30,26,30
"HP",8,183,25209,"DGRP-852",28,27,30
"HP",18,184,28250,"DGRP-853",27,24,30
"HP",18,185,28251,"DGRP-855",27,26,30
"HP",19,186,28252,"DGRP-857",25,10,30
"HP",8,187,25210,"DGRP-859",29,29,30
"HP",18,188,28253,"DGRP-861",28,26,30
"HP",19,189,28254,"DGRP-879",29,27,30
"HP",18,190,28255,"DGRP-882",27,9,30
"HP",19,192,28279,"DGRP-887",5,2,30
"HP",8,193,28257,"DGRP-890",24,20,30
"HP",8,194,28258,"DGRP-892",29,27,30
"HP",8,196,28260,"DGRP-897",21,20,30
"HP",8,197,28261,"DGRP-900",26,20,30
"HP",8,198,28262,"DGRP-907",30,30,30
"HP",8,199,28263,"DGRP-908",28,27,30
"HP",18,200,28264,"DGRP-911",29,25,30
"HP",18,201,28265,"DGRP-913",26,25,30
"HS",2,1,28122,"DGRP-21",29,21,30
"HS",2,2,28123,"DGRP-26",17,6,30
"HS",21,3,28124,"DGRP-28",25,20,30
"HS",2,4,55014,"DGRP-31",24,20,30
"HS",2,5,55015,"DGRP-32",24,22,30
"HS",2,6,28125,"DGRP-38",18,11,30
"HS",2,7,29651,"DGRP-40",27,20,30
"HS",2,8,28126,"DGRP-41",27,12,30
"HS",21,9,28127,"DGRP-42",9,3,30
"HS",9,10,28128,"DGRP-45",22,8,30
"HS",1,11,55016,"DGRP-48",14,7,30
"HS",1,12,29652,"DGRP-57",23,22,30
"HS",2,13,28129,"DGRP-59",27,25,30
"HS",19,14,28130,"DGRP-69",15,11,30
"HS",9,15,28131,"DGRP-73",19,15,30
"HS",20,16,28132,"DGRP-75",30,30,30
"HS",1,17,28134,"DGRP-83",24,17,30
"HS",9,18,28274,"DGRP-85",22,19,30
"HS",14,19,28135,"DGRP-88",14,7,30
"HS",1,20,28136,"DGRP-91",20,4,30
"HS",5,21,28137,"DGRP-93",23,22,30
"HS",1,22,55017,"DGRP-100",16,13,30
"HS",1,23,28138,"DGRP-101",20,18,30
"HS",9,24,28139,"DGRP-105",29,26,30
"HS",2,25,28140,"DGRP-109",13,11,30
"HS",1,26,28141,"DGRP-129",25,17,30
"HS",1,27,28142,"DGRP-136",17,16,30
"HS",10,28,28143,"DGRP-138",28,16,30
"HS",1,29,28144,"DGRP-142",22,21,30
"HS",3,30,28145,"DGRP-149",24,13,30
"HS",3,31,28146,"DGRP-153",22,6,30
"HS",20,32,28147,"DGRP-158",25,21,30
"HS",9,33,28148,"DGRP-161",28,27,30
"HS",3,34,28149,"DGRP-176",18,8,30
"HS",14,35,28150,"DGRP-177",28,23,30
"HS",3,36,28151,"DGRP-181",28,22,30
"HS",3,37,28152,"DGRP-189",27,24,30
"HS",3,38,28153,"DGRP-195",30,29,30
"HS",3,39,25174,"DGRP-208",23,22,30
"HS",3,40,28154,"DGRP-217",26,26,30
"HS",10,41,28155,"DGRP-223",23,14,30
"HS",20,42,28156,"DGRP-227",23,2,30
"HS",20,43,28157,"DGRP-228",22,21,30
"HS",5,44,29653,"DGRP-229",21,20,30
"HS",10,45,28275,"DGRP-235",30,29,30
"HS",5,46,28160,"DGRP-237",14,13,30
"HS",2,47,28161,"DGRP-239",26,25,30
"HS",14,48,28162,"DGRP-256",28,26,30
"HS",11,49,28164,"DGRP-280",29,28,30
"HS",20,50,28165,"DGRP-287",17,16,30
"HS",10,51,25175,"DGRP-301",21,4,30
"HS",10,52,25176,"DGRP-303",20,19,30
"HS",16,53,25177,"DGRP-304",29,28,30
"HS",5,54,37525,"DGRP-306",28,27,30
"HS",5,55,25179,"DGRP-307",16,13,30
"HS",5,56,28166,"DGRP-309",24,17,30
"HS",21,57,28276,"DGRP-310",4,1,30
"HS",5,58,25180,"DGRP-313",25,19,30
"HS",4,60,28167,"DGRP-317",17,14,30
"HS",4,61,28168,"DGRP-318",27,3,30
"HS",4,62,55018,"DGRP-319",5,5,30
"HS",4,63,29654,"DGRP-320",27,25,30
"HS",4,64,29655,"DGRP-321",17,10,30
"HS",4,65,25182,"DGRP-324",28,27,30
"HS",11,66,28171,"DGRP-332",28,25,30
"HS",22,67,25183,"DGRP-335",28,28,30
"HS",4,68,28172,"DGRP-336",9,7,30
"HS",4,69,28173,"DGRP-338",22,8,30
"HS",4,70,28174,"DGRP-340",22,22,30
"HS",10,71,55019,"DGRP-348",20,16,30
"HS",10,72,28176,"DGRP-350",24,24,30
"HS",10,73,28177,"DGRP-352",22,19,30
"HS",10,74,55020,"DGRP-354",10,7,30
"HS",13,75,55038,"DGRP-355",23,19,30
"HS",20,76,28178,"DGRP-356",29,26,30
"HS",14,77,25184,"DGRP-357",26,24,30
"HS",12,78,25185,"DGRP-358",24,20,30
"HS",13,79,28179,"DGRP-359",25,16,30
"HS",12,80,25186,"DGRP-360",26,26,30
"HS",13,81,28180,"DGRP-361",26,10,30
"HS",9,82,25187,"DGRP-362",26,26,30
"HS",7,83,25445,"DGRP-365",22,14,30
"HS",19,84,28181,"DGRP-367",25,17,30
"HS",11,85,28182,"DGRP-370",24,23,30
"HS",16,86,28183,"DGRP-371",30,29,30
"HS",13,87,28184,"DGRP-373",19,7,30
"HS",12,88,28185,"DGRP-374",20,17,30
"HS",7,89,25188,"DGRP-375",22,19,30
"HS",11,90,28186,"DGRP-377",15,13,30
"HS",9,91,25189,"DGRP-379",11,2,30
"HS",14,92,25190,"DGRP-380",29,27,30
"HS",14,93,28188,"DGRP-381",9,8,30
"HS",7,94,28189,"DGRP-382",28,28,30
"HS",20,95,28190,"DGRP-383",9,8,30
"HS",14,96,28191,"DGRP-385",29,27,30
"HS",14,97,28192,"DGRP-386",26,23,30
"HS",7,98,55021,"DGRP-390",25,18,30
"HS",15,99,25191,"DGRP-391",25,23,30
"HS",14,100,28194,"DGRP-392",26,25,30
"HS",7,101,55022,"DGRP-395",29,26,30
"HS",9,102,55023,"DGRP-397",29,6,30
"HS",7,103,25192,"DGRP-399",26,25,30
"HS",14,104,29656,"DGRP-405",17,16,30
"HS",15,105,29657,"DGRP-406",28,24,30
"HS",16,106,28278,"DGRP-409",17,11,30
"HS",6,107,28196,"DGRP-426",6,6,30
"HS",6,108,25193,"DGRP-427",27,25,30
"HS",6,109,25194,"DGRP-437",30,28,30
"HS",16,110,29658,"DGRP-439",26,7,30
"HS",16,111,28197,"DGRP-440",24,18,30
"HS",6,112,28198,"DGRP-441",11,7,30
"HS",15,113,28199,"DGRP-443",22,22,30
"HS",16,114,28200,"DGRP-461",27,18,30
"HS",21,115,25195,"DGRP-486",27,23,30
"HS",6,116,28202,"DGRP-491",21,20,30
"HS",9,117,28203,"DGRP-492",29,21,30
"HS",15,118,28204,"DGRP-502",28,27,30
"HS",20,119,55024,"DGRP-505",19,9,30
"HS",16,120,28205,"DGRP-508",28,24,30
"HS",6,121,28206,"DGRP-509",25,19,30
"HS",6,122,29659,"DGRP-513",17,12,30
"HS",6,123,25197,"DGRP-517",26,25,30
"HS",12,124,55025,"DGRP-528",19,14,30
"HS",6,125,29660,"DGRP-530",29,27,30
"HS",21,126,28207,"DGRP-531",26,15,30
"HS",6,127,28208,"DGRP-535",28,26,30
"HS",7,128,55026,"DGRP-551",13,12,30
"HS",7,129,25198,"DGRP-555",15,7,30
"HS",12,130,55027,"DGRP-559",19,12,30
"HS",7,131,28211,"DGRP-563",21,21,30
"HS",20,132,55028,"DGRP-566",20,19,30
"HS",15,133,28212,"DGRP-584",26,23,30
"HS",15,134,28213,"DGRP-589",28,22,30
"HS",16,135,28215,"DGRP-595",26,26,30
"HS",17,136,55029,"DGRP-596",26,18,30
"HS",7,137,55030,"DGRP-627",25,24,30
"HS",15,138,55031,"DGRP-630",29,26,30
"HS",15,139,55032,"DGRP-634",20,15,30
"HS",21,140,25199,"DGRP-639",12,4,30
"HS",22,141,28217,"DGRP-646",6,1,30
"HS",17,142,28218,"DGRP-703",29,28,30
"HS",17,143,25744,"DGRP-705",23,10,30
"HS",17,144,25200,"DGRP-707",28,24,30
"HS",19,145,25201,"DGRP-712",27,15,30
"HS",12,146,25745,"DGRP-714",26,19,30
"HS",11,147,28219,"DGRP-716",29,21,30
"HS",18,148,28220,"DGRP-721",28,26,30
"HS",21,149,28221,"DGRP-727",25,20,30
"HS",9,151,25203,"DGRP-732",27,21,30
"HS",17,152,28222,"DGRP-737",28,23,30
"HS",22,153,28223,"DGRP-738",20,15,30
"HS",17,154,28224,"DGRP-748",30,28,30
"HS",19,155,28226,"DGRP-757",26,21,30
"HS",20,156,28227,"DGRP-761",23,17,30
"HS",17,157,25204,"DGRP-765",17,13,30
"HS",11,158,25205,"DGRP-774",29,28,30
"HS",11,159,28229,"DGRP-776",26,26,30
"HS",12,160,28230,"DGRP-783",26,19,30
"HS",12,161,25206,"DGRP-786",23,21,30
"HS",11,162,28231,"DGRP-787",29,24,30
"HS",19,163,28232,"DGRP-790",19,10,30
"HS",17,164,28233,"DGRP-796",24,20,30
"HS",13,165,25207,"DGRP-799",30,30,30
"HS",11,166,28234,"DGRP-801",30,18,30
"HS",12,167,28235,"DGRP-802",27,27,30
"HS",15,168,28236,"DGRP-804",15,2,30
"HS",22,169,28237,"DGRP-805",NA,NA,30
"HS",17,170,28238,"DGRP-808",28,21,30
"HS",17,171,28239,"DGRP-810",23,8,30
"HS",15,172,28240,"DGRP-812",12,2,30
"HS",17,173,28241,"DGRP-818",28,21,30
"HS",13,174,28242,"DGRP-819",28,26,30
"HS",11,175,25208,"DGRP-820",26,25,30
"HS",8,176,28243,"DGRP-821",21,16,30
"HS",19,177,28244,"DGRP-822",13,10,30
"HS",21,178,28245,"DGRP-832",19,16,30
"HS",8,180,28247,"DGRP-843",27,24,30
"HS",18,181,28248,"DGRP-849",14,13,30
"HS",19,182,28249,"DGRP-850",24,17,30
"HS",8,183,25209,"DGRP-852",23,22,30
"HS",18,184,28250,"DGRP-853",28,14,30
"HS",18,185,28251,"DGRP-855",27,21,30
"HS",19,186,28252,"DGRP-857",14,3,30
"HS",8,187,25210,"DGRP-859",28,26,30
"HS",18,188,28253,"DGRP-861",12,11,30
"HS",19,189,28254,"DGRP-879",25,20,30
"HS",18,190,28255,"DGRP-882",14,2,30
"HS",19,192,28279,"DGRP-887",0,0,30
"HS",8,193,28257,"DGRP-890",21,16,30
"HS",8,194,28258,"DGRP-892",27,25,30
"HS",8,196,28260,"DGRP-897",15,11,30
"HS",8,197,28261,"DGRP-900",29,26,30
"HS",8,198,28262,"DGRP-907",24,18,30
"HS",8,199,28263,"DGRP-908",26,22,30
"HS",18,200,28264,"DGRP-911",27,25,30
"HS",18,201,28265,"DGRP-913",20,19,30
"coco",2,1,28122,"DGRP-21",27,22,30
"coco",2,2,28123,"DGRP-26",19,4,30
"coco",21,3,28124,"DGRP-28",14,5,30
"coco",2,4,55014,"DGRP-31",26,17,30
"coco",2,5,55015,"DGRP-32",24,2,30
"coco",2,6,28125,"DGRP-38",16,13,30
"coco",2,7,29651,"DGRP-40",25,20,30
"coco",2,8,28126,"DGRP-41",18,1,30
"coco",21,9,28127,"DGRP-42",2,0,30
"coco",9,10,28128,"DGRP-45",15,3,30
"coco",1,11,55016,"DGRP-48",14,6,30
"coco",1,12,29652,"DGRP-57",22,16,30
"coco",2,13,28129,"DGRP-59",20,15,30
"coco",19,14,28130,"DGRP-69",13,4,30
"coco",9,15,28131,"DGRP-73",18,8,30
"coco",20,16,28132,"DGRP-75",18,8,30
"coco",1,17,28134,"DGRP-83",22,12,30
"coco",9,18,28274,"DGRP-85",21,13,30
"coco",14,19,28135,"DGRP-88",11,6,30
"coco",1,20,28136,"DGRP-91",15,3,30
"coco",5,21,28137,"DGRP-93",17,12,30
"coco",1,22,55017,"DGRP-100",10,5,30
"coco",1,23,28138,"DGRP-101",15,10,30
"coco",9,24,28139,"DGRP-105",22,14,30
"coco",2,25,28140,"DGRP-109",13,12,30
"coco",1,26,28141,"DGRP-129",14,1,30
"coco",1,27,28142,"DGRP-136",16,14,30
"coco",10,28,28143,"DGRP-138",30,24,30
"coco",1,29,28144,"DGRP-142",22,18,30
"coco",3,30,28145,"DGRP-149",16,12,30
"coco",3,31,28146,"DGRP-153",17,13,30
"coco",20,32,28147,"DGRP-158",26,20,30
"coco",9,33,28148,"DGRP-161",4,0,30
"coco",3,34,28149,"DGRP-176",22,8,30
"coco",14,35,28150,"DGRP-177",19,10,30
"coco",3,36,28151,"DGRP-181",20,3,30
"coco",3,37,28152,"DGRP-189",23,18,30
"coco",3,38,28153,"DGRP-195",21,16,30
"coco",3,39,25174,"DGRP-208",30,23,30
"coco",3,40,28154,"DGRP-217",18,7,30
"coco",10,41,28155,"DGRP-223",25,21,30
"coco",20,42,28156,"DGRP-227",22,7,30
"coco",20,43,28157,"DGRP-228",28,23,30
"coco",5,44,29653,"DGRP-229",27,11,30
"coco",10,45,28275,"DGRP-235",22,17,30
"coco",5,46,28160,"DGRP-237",14,12,30
"coco",2,47,28161,"DGRP-239",26,17,30
"coco",14,48,28162,"DGRP-256",24,9,30
"coco",11,49,28164,"DGRP-280",28,17,30
"coco",20,50,28165,"DGRP-287",19,13,30
"coco",10,51,25175,"DGRP-301",17,13,30
"coco",10,52,25176,"DGRP-303",21,11,30
"coco",16,53,25177,"DGRP-304",24,16,30
"coco",5,54,37525,"DGRP-306",25,24,30
"coco",5,55,25179,"DGRP-307",26,5,30
"coco",5,56,28166,"DGRP-309",21,19,30
"coco",21,57,28276,"DGRP-310",12,1,30
"coco",5,58,25180,"DGRP-313",1,1,30
"coco",4,60,28167,"DGRP-317",24,21,30
"coco",4,61,28168,"DGRP-318",22,6,30
"coco",4,62,55018,"DGRP-319",26,18,30
"coco",4,63,29654,"DGRP-320",19,11,30
"coco",4,64,29655,"DGRP-321",16,10,30
"coco",4,65,25182,"DGRP-324",27,18,30
"coco",11,66,28171,"DGRP-332",25,13,30
"coco",22,67,25183,"DGRP-335",28,20,30
"coco",4,68,28172,"DGRP-336",6,0,30
"coco",4,69,28173,"DGRP-338",23,6,30
"coco",4,70,28174,"DGRP-340",28,23,30
"coco",10,71,55019,"DGRP-348",13,7,30
"coco",10,72,28176,"DGRP-350",24,19,30
"coco",10,73,28177,"DGRP-352",29,12,30
"coco",10,74,55020,"DGRP-354",22,11,30
"coco",13,75,55038,"DGRP-355",24,16,30
"coco",20,76,28178,"DGRP-356",22,9,30
"coco",14,77,25184,"DGRP-357",22,20,30
"coco",12,78,25185,"DGRP-358",19,6,30
"coco",13,79,28179,"DGRP-359",26,16,30
"coco",12,80,25186,"DGRP-360",19,10,30
"coco",13,81,28180,"DGRP-361",28,18,30
"coco",9,82,25187,"DGRP-362",17,15,30
"coco",7,83,25445,"DGRP-365",24,6,30
"coco",19,84,28181,"DGRP-367",25,5,30
"coco",11,85,28182,"DGRP-370",22,14,30
"coco",16,86,28183,"DGRP-371",15,6,30
"coco",13,87,28184,"DGRP-373",19,10,30
"coco",12,88,28185,"DGRP-374",21,18,30
"coco",7,89,25188,"DGRP-375",23,18,30
"coco",11,90,28186,"DGRP-377",19,10,30
"coco",9,91,25189,"DGRP-379",14,9,30
"coco",14,92,25190,"DGRP-380",27,25,30
"coco",14,93,28188,"DGRP-381",10,5,30
"coco",7,94,28189,"DGRP-382",27,19,30
"coco",20,95,28190,"DGRP-383",17,6,30
"coco",14,96,28191,"DGRP-385",25,13,30
"coco",14,97,28192,"DGRP-386",27,21,30
"coco",7,98,55021,"DGRP-390",13,8,30
"coco",15,99,25191,"DGRP-391",14,4,30
"coco",14,100,28194,"DGRP-392",21,15,30
"coco",7,101,55022,"DGRP-395",26,18,30
"coco",9,102,55023,"DGRP-397",23,17,30
"coco",7,103,25192,"DGRP-399",25,14,30
"coco",14,104,29656,"DGRP-405",20,14,30
"coco",15,105,29657,"DGRP-406",28,5,30
"coco",16,106,28278,"DGRP-409",22,16,30
"coco",6,107,28196,"DGRP-426",6,6,30
"coco",6,108,25193,"DGRP-427",21,20,30
"coco",6,109,25194,"DGRP-437",28,25,30
"coco",16,110,29658,"DGRP-439",15,9,30
"coco",16,111,28197,"DGRP-440",21,6,30
"coco",6,112,28198,"DGRP-441",7,5,30
"coco",15,113,28199,"DGRP-443",24,19,30
"coco",16,114,28200,"DGRP-461",27,18,30
"coco",21,115,25195,"DGRP-486",21,13,30
"coco",6,116,28202,"DGRP-491",14,10,30
"coco",9,117,28203,"DGRP-492",27,22,30
"coco",15,118,28204,"DGRP-502",20,14,30
"coco",20,119,55024,"DGRP-505",17,7,30
"coco",16,120,28205,"DGRP-508",23,13,30
"coco",6,121,28206,"DGRP-509",20,5,30
"coco",6,122,29659,"DGRP-513",24,6,30
"coco",6,123,25197,"DGRP-517",26,21,30
"coco",12,124,55025,"DGRP-528",22,4,30
"coco",6,125,29660,"DGRP-530",27,7,30
"coco",21,126,28207,"DGRP-531",26,19,30
"coco",6,127,28208,"DGRP-535",17,9,30
"coco",7,128,55026,"DGRP-551",27,19,30
"coco",7,129,25198,"DGRP-555",18,15,30
"coco",12,130,55027,"DGRP-559",23,14,30
"coco",7,131,28211,"DGRP-563",15,15,30
"coco",20,132,55028,"DGRP-566",17,13,30
"coco",15,133,28212,"DGRP-584",26,20,30
"coco",15,134,28213,"DGRP-589",19,6,30
"coco",16,135,28215,"DGRP-595",18,14,30
"coco",17,136,55029,"DGRP-596",16,11,30
"coco",7,137,55030,"DGRP-627",23,9,30
"coco",15,138,55031,"DGRP-630",22,15,30
"coco",15,139,55032,"DGRP-634",22,15,30
"coco",21,140,25199,"DGRP-639",2,2,30
"coco",22,141,28217,"DGRP-646",9,5,30
"coco",17,142,28218,"DGRP-703",25,19,30
"coco",17,143,25744,"DGRP-705",26,13,30
"coco",17,144,25200,"DGRP-707",18,17,30
"coco",19,145,25201,"DGRP-712",15,12,30
"coco",12,146,25745,"DGRP-714",23,15,30
"coco",11,147,28219,"DGRP-716",22,10,30
"coco",18,148,28220,"DGRP-721",13,5,30
"coco",21,149,28221,"DGRP-727",19,7,30
"coco",9,151,25203,"DGRP-732",29,19,30
"coco",17,152,28222,"DGRP-737",24,12,30
"coco",22,153,28223,"DGRP-738",17,8,30
"coco",17,154,28224,"DGRP-748",18,5,30
"coco",19,155,28226,"DGRP-757",22,19,30
"coco",20,156,28227,"DGRP-761",19,9,30
"coco",17,157,25204,"DGRP-765",18,9,30
"coco",11,158,25205,"DGRP-774",21,13,30
"coco",11,159,28229,"DGRP-776",23,10,30
"coco",12,160,28230,"DGRP-783",25,21,30
"coco",12,161,25206,"DGRP-786",23,8,30
"coco",11,162,28231,"DGRP-787",28,14,30
"coco",19,163,28232,"DGRP-790",15,13,30
"coco",17,164,28233,"DGRP-796",29,21,30
"coco",13,165,25207,"DGRP-799",28,23,30
"coco",11,166,28234,"DGRP-801",12,6,30
"coco",12,167,28235,"DGRP-802",25,19,30
"coco",15,168,28236,"DGRP-804",13,5,30
"coco",22,169,28237,"DGRP-805",NA,NA,30
"coco",17,170,28238,"DGRP-808",26,17,30
"coco",17,171,28239,"DGRP-810",8,6,30
"coco",15,172,28240,"DGRP-812",18,4,30
"coco",17,173,28241,"DGRP-818",25,14,30
"coco",13,174,28242,"DGRP-819",28,16,30
"coco",11,175,25208,"DGRP-820",24,7,30
"coco",8,176,28243,"DGRP-821",19,14,30
"coco",19,177,28244,"DGRP-822",13,11,30
"coco",21,178,28245,"DGRP-832",11,6,30
"coco",8,180,28247,"DGRP-843",27,14,30
"coco",18,181,28248,"DGRP-849",14,12,30
"coco",19,182,28249,"DGRP-850",21,6,30
"coco",8,183,25209,"DGRP-852",13,5,30
"coco",18,184,28250,"DGRP-853",25,19,30
"coco",18,185,28251,"DGRP-855",19,8,30
"coco",19,186,28252,"DGRP-857",17,8,30
"coco",8,187,25210,"DGRP-859",27,21,30
"coco",18,188,28253,"DGRP-861",24,16,30
"coco",19,189,28254,"DGRP-879",22,7,30
"coco",18,190,28255,"DGRP-882",13,10,30
"coco",19,192,28279,"DGRP-887",4,0,30
"coco",8,193,28257,"DGRP-890",18,12,30
"coco",8,194,28258,"DGRP-892",21,15,30
"coco",8,196,28260,"DGRP-897",8,7,30
"coco",8,197,28261,"DGRP-900",21,11,30
"coco",8,198,28262,"DGRP-907",27,14,30
"coco",8,199,28263,"DGRP-908",26,15,30
"coco",18,200,28264,"DGRP-911",24,14,30
"coco",18,201,28265,"DGRP-913",16,14,30
"lard",2,1,28122,"DGRP-21",29,29,30
"lard",2,2,28123,"DGRP-26",29,27,30
"lard",21,3,28124,"DGRP-28",27,23,30
"lard",2,4,55014,"DGRP-31",23,19,30
"lard",2,5,55015,"DGRP-32",30,19,30
"lard",2,6,28125,"DGRP-38",17,16,30
"lard",2,7,29651,"DGRP-40",28,27,30
"lard",2,8,28126,"DGRP-41",27,23,30
"lard",21,9,28127,"DGRP-42",18,10,30
"lard",9,10,28128,"DGRP-45",29,29,30
"lard",1,11,55016,"DGRP-48",25,16,30
"lard",1,12,29652,"DGRP-57",28,27,30
"lard",2,13,28129,"DGRP-59",28,28,30
"lard",19,14,28130,"DGRP-69",11,8,30
"lard",9,15,28131,"DGRP-73",29,23,30
"lard",20,16,28132,"DGRP-75",29,25,30
"lard",1,17,28134,"DGRP-83",29,26,30
"lard",9,18,28274,"DGRP-85",24,21,30
"lard",14,19,28135,"DGRP-88",25,25,30
"lard",1,20,28136,"DGRP-91",24,22,30
"lard",5,21,28137,"DGRP-93",21,20,30
"lard",1,22,55017,"DGRP-100",23,20,30
"lard",1,23,28138,"DGRP-101",16,15,30
"lard",9,24,28139,"DGRP-105",30,30,30
"lard",2,25,28140,"DGRP-109",15,15,30
"lard",1,26,28141,"DGRP-129",26,23,30
"lard",1,27,28142,"DGRP-136",15,15,30
"lard",10,28,28143,"DGRP-138",30,29,30
"lard",1,29,28144,"DGRP-142",24,24,30
"lard",3,30,28145,"DGRP-149",25,24,30
"lard",3,31,28146,"DGRP-153",26,21,30
"lard",20,32,28147,"DGRP-158",30,29,30
"lard",9,33,28148,"DGRP-161",30,27,30
"lard",3,34,28149,"DGRP-176",30,15,30
"lard",14,35,28150,"DGRP-177",28,24,30
"lard",3,36,28151,"DGRP-181",28,23,30
"lard",3,37,28152,"DGRP-189",30,28,30
"lard",3,38,28153,"DGRP-195",30,29,30
"lard",3,39,25174,"DGRP-208",27,27,30
"lard",3,40,28154,"DGRP-217",30,27,30
"lard",10,41,28155,"DGRP-223",26,25,30
"lard",20,42,28156,"DGRP-227",20,16,30
"lard",20,43,28157,"DGRP-228",28,27,30
"lard",5,44,29653,"DGRP-229",29,25,30
"lard",10,45,28275,"DGRP-235",28,28,30
"lard",5,46,28160,"DGRP-237",20,18,30
"lard",2,47,28161,"DGRP-239",28,26,30
"lard",14,48,28162,"DGRP-256",27,23,30
"lard",11,49,28164,"DGRP-280",30,30,30
"lard",20,50,28165,"DGRP-287",20,18,30
"lard",10,51,25175,"DGRP-301",19,9,30
"lard",10,52,25176,"DGRP-303",27,21,30
"lard",16,53,25177,"DGRP-304",29,29,30
"lard",5,54,37525,"DGRP-306",28,27,30
"lard",5,55,25179,"DGRP-307",25,22,30
"lard",5,56,28166,"DGRP-309",25,24,30
"lard",21,57,28276,"DGRP-310",28,21,30
"lard",5,58,25180,"DGRP-313",11,2,30
"lard",4,60,28167,"DGRP-317",16,11,30
"lard",4,61,28168,"DGRP-318",28,27,30
"lard",4,62,55018,"DGRP-319",25,24,30
"lard",4,63,29654,"DGRP-320",23,21,30
"lard",4,64,29655,"DGRP-321",25,21,30
"lard",4,65,25182,"DGRP-324",30,30,30
"lard",11,66,28171,"DGRP-332",30,30,30
"lard",22,67,25183,"DGRP-335",30,28,30
"lard",4,68,28172,"DGRP-336",17,13,30
"lard",4,69,28173,"DGRP-338",28,22,30
"lard",4,70,28174,"DGRP-340",29,29,30
"lard",10,71,55019,"DGRP-348",19,15,30
"lard",10,72,28176,"DGRP-350",23,20,30
"lard",10,73,28177,"DGRP-352",28,26,30
"lard",10,74,55020,"DGRP-354",26,25,30
"lard",13,75,55038,"DGRP-355",25,23,30
"lard",20,76,28178,"DGRP-356",24,23,30
"lard",14,77,25184,"DGRP-357",28,28,30
"lard",12,78,25185,"DGRP-358",25,14,30
"lard",13,79,28179,"DGRP-359",28,25,30
"lard",12,80,25186,"DGRP-360",29,27,30
"lard",13,81,28180,"DGRP-361",30,29,30
"lard",9,82,25187,"DGRP-362",24,24,30
"lard",7,83,25445,"DGRP-365",27,25,30
"lard",19,84,28181,"DGRP-367",30,23,30
"lard",11,85,28182,"DGRP-370",26,24,30
"lard",16,86,28183,"DGRP-371",28,26,30
"lard",13,87,28184,"DGRP-373",21,18,30
"lard",12,88,28185,"DGRP-374",27,26,30
"lard",7,89,25188,"DGRP-375",29,27,30
"lard",11,90,28186,"DGRP-377",18,15,30
"lard",9,91,25189,"DGRP-379",21,18,30
"lard",14,92,25190,"DGRP-380",30,30,30
"lard",14,93,28188,"DGRP-381",19,13,30
"lard",7,94,28189,"DGRP-382",29,28,30
"lard",20,95,28190,"DGRP-383",20,19,30
"lard",14,96,28191,"DGRP-385",29,29,30
"lard",14,97,28192,"DGRP-386",27,27,30
"lard",7,98,55021,"DGRP-390",26,23,30
"lard",15,99,25191,"DGRP-391",26,26,30
